ProductID,ProductName,Category,SubCategory,Brand,CostPrice
131,Puma_131,Sports,Cycling,Puma,3043.07
132,Sony_132,Fashion,Jeans,Sony,4353.84
133,Samsung_133,Sports,Fitness,Samsung,1400.42
134,Adidas_134,Home,Decor,Adidas,840.64
135,Boat_135,Home,Kitchen,Boat,4574.32
136,Adidas_136,Electronics,Laptop,Adidas,3443.35
137,Nike_137,Sports,Cycling,Nike,514.82
138,LG_138,Sports,Fitness,LG,2101.47
139,Puma_139,Home,Kitchen,Puma,4420.31
140,Puma_140,Electronics,Laptop,Puma,1994.82
141,Apple_141,Sports,Fitness,Apple,4342.23
142,LG_142,Electronics,Mobile,LG,1594.33
143,Puma_143,Sports,Outdoor,Puma,2100.32
144,LG_144,Fashion,Shirt,LG,1057.07
145,Apple_145,Electronics,Mobile,Apple,510.27
146,Puma_146,Sports,Outdoor,Puma,319.43
147,Nike_147,Fashion,Jeans,Nike,255.05
148,Puma_148,Electronics,Laptop,Puma,3274.3
149,Boat_149,Electronics,Tablet,Boat,1737.62
150,Samsung_150,Home,Kitchen,Samsung,414.57
151,Nike_151,Sports,Cycling,Nike,4948.53
152,Nike_152,Electronics,Laptop,Nike,1079.27
153,Apple_153,Electronics,Mobile,Apple,2720.44
154,Nike_154,Electronics,Mobile,Nike,1464.91
155,Boat_155,Home,Furniture,Boat,1302.06
156,Sony_156,Home,Decor,Sony,3774.99
157,Samsung_157,Home,Furniture,Samsung,72.06
158,Samsung_158,Sports,Cycling,Samsung,1386.98
159,Sony_159,Home,Furniture,Sony,406.53
160,LG_160,Electronics,Tablet,LG,734.76
161,LG_161,Sports,Cycling,LG,3227.36
162,LG_162,Sports,Cycling,LG,4677.98
163,Nike_163,Home,Furniture,Nike,1439.86
164,Adidas_164,Electronics,Tablet,Adidas,1510.65
165,LG_165,Fashion,Shirt,LG,2683.53
166,Nike_166,Home,Decor,Nike,1576.18
167,Nike_167,Fashion,Footwear,Nike,1563.76
168,Nike_168,Sports,Fitness,Nike,1162.3
169,Boat_169,Home,Furniture,Boat,4238.14
170,Sony_170,Home,Furniture,Sony,3303.05
171,Nike_171,Electronics,Tablet,Nike,1519.23
172,Apple_172,Home,Kitchen,Apple,2666.95
173,Adidas_173,Home,Kitchen,Adidas,3713.48
174,Sony_174,Sports,Cycling,Sony,1973.81
175,Boat_175,Electronics,Laptop,Boat,1348.03
176,Samsung_176,Sports,Fitness,Samsung,4275.72
177,Sony_177,Fashion,Footwear,Sony,3106.97
178,Boat_178,Sports,Cycling,Boat,3651.38
179,Puma_179,Sports,Outdoor,Puma,2544.68
180,LG_180,Sports,Fitness,LG,1476.29
181,Sony_181,Sports,Outdoor,Sony,3700.28
182,Sony_182,Home,Decor,Sony,496.7
183,Boat_183,Electronics,Mobile,Boat,4002.07
184,Adidas_184,Fashion,Shirt,Adidas,1243.24
185,Nike_185,Electronics,Mobile,Nike,817.71
186,Samsung_186,Electronics,Mobile,Samsung,3742.7
187,Adidas_187,Fashion,Shirt,Adidas,4447.41
188,Sony_188,Home,Kitchen,Sony,192.98
189,Nike_189,Electronics,Laptop,Nike,2867.37
190,Samsung_190,Fashion,Footwear,Samsung,2293.11
191,Boat_191,Home,Furniture,Boat,2920.52
192,Boat_192,Sports,Outdoor,Boat,1240.08
193,Puma_193,Sports,Cycling,Puma,3406.63
194,Adidas_194,Electronics,Mobile,Adidas,2044.82
195,Apple_195,Fashion,Shirt,Apple,4947.62
196,LG_196,Sports,Fitness,LG,1596.08
197,Apple_197,Fashion,Shirt,Apple,3305.28
198,Apple_198,Home,Furniture,Apple,1511.93
199,Nike_199,Fashion,Shirt,Nike,4126.24
200,Nike_200,Home,Decor,Nike,3870.89
201,Nike_201,Home,Decor,Nike,4546.26
202,Puma_202,Sports,Cycling,Puma,4999.01
203,Boat_203,Electronics,Laptop,Boat,3036.59
204,Boat_204,Fashion,Footwear,Boat,2049.98
205,Boat_205,Fashion,Shirt,Boat,4166.71
206,Sony_206,Home,Kitchen,Sony,1472.47
207,Sony_207,Home,Kitchen,Sony,4999.65
208,Adidas_208,Sports,Fitness,Adidas,4060.78
209,Sony_209,Electronics,Laptop,Sony,3489.73
210,LG_210,Home,Furniture,LG,2500.4
211,Boat_211,Home,Furniture,Boat,1530.77
212,LG_212,Home,Kitchen,LG,818.33
213,Boat_213,Electronics,Mobile,Boat,2594.9
214,Apple_214,Sports,Outdoor,Apple,4934.62
215,Samsung_215,Electronics,Mobile,Samsung,1839.53
216,Apple_216,Fashion,Footwear,Apple,2564.69
217,Nike_217,Electronics,Tablet,Nike,4273.67
218,Nike_218,Sports,Outdoor,Nike,4337.28
219,Apple_219,Electronics,Mobile,Apple,1018.12
220,LG_220,Electronics,Laptop,LG,4781.43
221,Puma_221,Sports,Outdoor,Puma,1105.16
222,Samsung_222,Home,Furniture,Samsung,2893.77
223,Puma_223,Electronics,Mobile,Puma,2202.3
224,Adidas_224,Home,Furniture,Adidas,928.18
225,Sony_225,Sports,Fitness,Sony,3326.98
226,LG_226,Home,Kitchen,LG,2164.82
227,Puma_227,Electronics,Laptop,Puma,3195.09
228,Nike_228,Sports,Fitness,Nike,1811.34
229,Samsung_229,Electronics,Laptop,Samsung,400.11
230,LG_230,Fashion,Footwear,LG,4680.8
231,Sony_231,Sports,Fitness,Sony,1441.26
232,Nike_232,Sports,Cycling,Nike,2479.77
233,Sony_233,Electronics,Mobile,Sony,1499.67
234,Adidas_234,Home,Kitchen,Adidas,3939.53
235,LG_235,Fashion,Jeans,LG,2013.76
236,Adidas_236,Fashion,Shirt,Adidas,632.36
237,Adidas_237,Fashion,Footwear,Adidas,832.54
238,Boat_238,Sports,Outdoor,Boat,2845.85
239,Nike_239,Home,Decor,Nike,905.5
240,Boat_240,Home,Furniture,Boat,2083.95
241,Sony_241,Sports,Outdoor,Sony,1093.21
242,Boat_242,Home,Decor,Boat,149.1
243,Adidas_243,Sports,Fitness,Adidas,2342.95
244,Samsung_244,Home,Decor,Samsung,381.46
245,Nike_245,Home,Kitchen,Nike,1047.81
246,Boat_246,Fashion,Shirt,Boat,4279.55
247,Samsung_247,Electronics,Laptop,Samsung,1422.32
248,Sony_248,Electronics,Laptop,Sony,3309.4
249,Apple_249,Electronics,Tablet,Apple,1397.33
250,Sony_250,Home,Kitchen,Sony,1989.58
251,LG_251,Electronics,Mobile,LG,2369.82
252,LG_252,Electronics,Tablet,LG,4529.26
253,Puma_253,Electronics,Laptop,Puma,489.85
254,Puma_254,Fashion,Shirt,Puma,1710.38
255,Boat_255,Sports,Outdoor,Boat,3546.0
256,Puma_256,Fashion,Jeans,Puma,3065.09
257,Sony_257,Fashion,Jeans,Sony,1262.32
258,Sony_258,Electronics,Mobile,Sony,64.8
259,Boat_259,Electronics,Laptop,Boat,157.71
260,Puma_260,Electronics,Mobile,Puma,199.23
261,LG_261,Sports,Cycling,LG,528.98
262,Puma_262,Home,Kitchen,Puma,2353.17
263,Samsung_263,Electronics,Tablet,Samsung,4510.51
264,Nike_264,Fashion,Shirt,Nike,1557.23
265,Adidas_265,Electronics,Laptop,Adidas,3238.06
266,Puma_266,Fashion,Footwear,Puma,1809.69
267,Apple_267,Fashion,Shirt,Apple,4652.82
268,Sony_268,Home,Decor,Sony,2999.17
269,Nike_269,Electronics,Tablet,Nike,3879.75
270,Adidas_270,Electronics,Tablet,Adidas,1425.08
271,Nike_271,Electronics,Laptop,Nike,3735.29
272,Samsung_272,Home,Kitchen,Samsung,1122.42
273,Boat_273,Electronics,Mobile,Boat,4279.65
274,Boat_274,Fashion,Footwear,Boat,791.83
275,Nike_275,Home,Furniture,Nike,4183.76
276,LG_276,Electronics,Tablet,LG,2476.13
277,LG_277,Fashion,Footwear,LG,2580.93
278,Adidas_278,Electronics,Laptop,Adidas,991.96
279,Puma_279,Electronics,Tablet,Puma,1253.31
280,Boat_280,Fashion,Shirt,Boat,2966.27
281,Adidas_281,Fashion,Jeans,Adidas,346.64
282,Adidas_282,Sports,Fitness,Adidas,4567.18
283,Adidas_283,Home,Furniture,Adidas,4166.56
284,Puma_284,Sports,Cycling,Puma,619.08
285,Adidas_285,Fashion,Shirt,Adidas,3073.83
286,Boat_286,Fashion,Jeans,Boat,2394.99
287,Nike_287,Fashion,Footwear,Nike,828.56
288,Samsung_288,Sports,Cycling,Samsung,313.11
289,Samsung_289,Electronics,Laptop,Samsung,4350.38
290,Apple_290,Electronics,Tablet,Apple,1304.84
291,Samsung_291,Sports,Outdoor,Samsung,4768.8
292,Apple_292,Home,Kitchen,Apple,1641.84
293,LG_293,Home,Decor,LG,2756.27
294,Samsung_294,Electronics,Tablet,Samsung,2364.26
295,Sony_295,Electronics,Tablet,Sony,4299.46
296,Nike_296,Electronics,Tablet,Nike,1718.43
297,Adidas_297,Fashion,Shirt,Adidas,4382.94
298,LG_298,Electronics,Laptop,LG,2234.0
299,Nike_299,Electronics,Mobile,Nike,3563.46
300,Boat_300,Fashion,Jeans,Boat,3955.58
301,Sony_301,Home,Kitchen,Sony,4612.4
302,LG_302,Home,Decor,LG,2276.43
303,Samsung_303,Home,Kitchen,Samsung,2558.21
304,Samsung_304,Fashion,Footwear,Samsung,3363.9
305,Apple_305,Home,Furniture,Apple,4621.07
306,Apple_306,Sports,Cycling,Apple,4456.0
307,Sony_307,Fashion,Jeans,Sony,1177.7
308,Boat_308,Home,Decor,Boat,2248.38
309,Nike_309,Electronics,Tablet,Nike,3659.17
310,Nike_310,Home,Furniture,Nike,4309.71
311,Puma_311,Electronics,Laptop,Puma,2429.14
312,Apple_312,Electronics,Mobile,Apple,405.35
313,Adidas_313,Home,Furniture,Adidas,460.34
314,Apple_314,Electronics,Laptop,Apple,1313.55
315,Samsung_315,Home,Kitchen,Samsung,783.63
316,LG_316,Sports,Cycling,LG,3880.91
317,Nike_317,Electronics,Mobile,Nike,195.41
318,Apple_318,Home,Furniture,Apple,278.44
319,Sony_319,Home,Decor,Sony,3933.17
320,Sony_320,Sports,Cycling,Sony,1069.78
321,Apple_321,Sports,Cycling,Apple,3107.91
322,Adidas_322,Home,Decor,Adidas,2831.76
323,Nike_323,Electronics,Tablet,Nike,4545.14
324,Nike_324,Electronics,Mobile,Nike,4751.8
325,Puma_325,Electronics,Laptop,Puma,2794.15
326,Samsung_326,Home,Furniture,Samsung,797.55
327,LG_327,Home,Kitchen,LG,3558.61
328,Boat_328,Home,Decor,Boat,952.26
329,Puma_329,Fashion,Jeans,Puma,2517.66
330,Puma_330,Home,Kitchen,Puma,3495.56
331,Apple_331,Electronics,Tablet,Apple,381.63
332,Boat_332,Electronics,Mobile,Boat,4761.99
333,Apple_333,Fashion,Jeans,Apple,2334.65
334,Sony_334,Fashion,Jeans,Sony,4136.92
335,Samsung_335,Fashion,Footwear,Samsung,1668.39
336,Nike_336,Fashion,Footwear,Nike,3287.03
337,Nike_337,Fashion,Jeans,Nike,1571.96
338,Sony_338,Electronics,Tablet,Sony,4721.24
339,Puma_339,Home,Decor,Puma,1270.59
340,Apple_340,Fashion,Jeans,Apple,63.07
341,Samsung_341,Fashion,Jeans,Samsung,4809.0
342,Apple_342,Sports,Cycling,Apple,4494.23
343,Adidas_343,Home,Furniture,Adidas,3228.8
344,Samsung_344,Electronics,Laptop,Samsung,233.15
345,Adidas_345,Home,Decor,Adidas,2439.14
346,Apple_346,Fashion,Footwear,Apple,2787.79
347,Puma_347,Electronics,Tablet,Puma,3629.3
348,Boat_348,Sports,Cycling,Boat,4342.67
349,Sony_349,Fashion,Footwear,Sony,1805.44
350,Puma_350,Fashion,Jeans,Puma,1610.99
351,Nike_351,Fashion,Shirt,Nike,2817.77
352,Adidas_352,Electronics,Tablet,Adidas,390.27
353,Boat_353,Fashion,Jeans,Boat,1398.59
354,Apple_354,Fashion,Jeans,Apple,3724.42
355,Samsung_355,Home,Furniture,Samsung,4562.97
356,Nike_356,Sports,Fitness,Nike,227.08
357,Apple_357,Electronics,Laptop,Apple,1617.97
358,Adidas_358,Home,Decor,Adidas,1902.22
359,Puma_359,Electronics,Tablet,Puma,3592.39
360,Nike_360,Electronics,Mobile,Nike,1195.34
361,Puma_361,Electronics,Laptop,Puma,4453.7
362,Boat_362,Sports,Cycling,Boat,3739.09
363,Adidas_363,Fashion,Jeans,Adidas,2163.27
364,Sony_364,Sports,Fitness,Sony,1756.1
365,Apple_365,Electronics,Tablet,Apple,3636.34
366,Sony_366,Fashion,Shirt,Sony,722.25
367,Boat_367,Fashion,Jeans,Boat,1164.41
368,Puma_368,Fashion,Footwear,Puma,3968.35
369,Adidas_369,Electronics,Mobile,Adidas,2623.5
370,Sony_370,Electronics,Tablet,Sony,3041.18
371,Boat_371,Sports,Outdoor,Boat,3985.11
372,Apple_372,Electronics,Mobile,Apple,2617.36
373,Samsung_373,Fashion,Jeans,Samsung,217.05
374,Nike_374,Fashion,Footwear,Nike,3514.38
375,Samsung_375,Sports,Outdoor,Samsung,325.98
376,Sony_376,Home,Kitchen,Sony,1145.93
377,Sony_377,Sports,Cycling,Sony,4865.59
378,Sony_378,Fashion,Footwear,Sony,1419.42
379,Samsung_379,Sports,Fitness,Samsung,254.48
380,Puma_380,Sports,Fitness,Puma,2803.8
381,Nike_381,Fashion,Jeans,Nike,963.65
382,Sony_382,Electronics,Tablet,Sony,4225.24
383,Boat_383,Electronics,Mobile,Boat,1479.32
384,Sony_384,Sports,Outdoor,Sony,445.35
385,Adidas_385,Home,Decor,Adidas,179.94
386,Puma_386,Electronics,Mobile,Puma,1369.63
387,Apple_387,Home,Decor,Apple,2469.82
388,LG_388,Home,Decor,LG,304.95
389,Adidas_389,Fashion,Footwear,Adidas,4780.24
390,Sony_390,Home,Kitchen,Sony,2578.87
391,Puma_391,Fashion,Footwear,Puma,4124.53
392,Adidas_392,Home,Furniture,Adidas,3419.08
393,LG_393,Electronics,Laptop,LG,2101.31
394,Sony_394,Sports,Cycling,Sony,673.55
395,Nike_395,Fashion,Jeans,Nike,708.73
396,Adidas_396,Sports,Outdoor,Adidas,70.3
397,Samsung_397,Home,Kitchen,Samsung,160.89
398,LG_398,Sports,Fitness,LG,1469.1
399,Puma_399,Electronics,Laptop,Puma,3277.66
400,Boat_400,Sports,Outdoor,Boat,89.17
401,LG_401,Fashion,Footwear,LG,4098.36
402,Boat_402,Sports,Fitness,Boat,2773.27
403,Sony_403,Electronics,Mobile,Sony,2649.57
404,Sony_404,Home,Furniture,Sony,1645.19
405,Adidas_405,Electronics,Laptop,Adidas,1920.43
406,Samsung_406,Home,Decor,Samsung,4881.47
407,Puma_407,Electronics,Tablet,Puma,3892.37
408,Apple_408,Sports,Cycling,Apple,3559.77
409,LG_409,Home,Kitchen,LG,2024.67
410,Apple_410,Electronics,Mobile,Apple,4553.58
411,Apple_411,Sports,Cycling,Apple,3279.23
412,Boat_412,Home,Furniture,Boat,1189.19
413,Sony_413,Home,Kitchen,Sony,168.82
414,Apple_414,Home,Furniture,Apple,4090.01
415,Apple_415,Electronics,Mobile,Apple,2905.64
416,Adidas_416,Fashion,Jeans,Adidas,2796.49
417,Sony_417,Electronics,Mobile,Sony,4424.39
418,Boat_418,Home,Kitchen,Boat,2075.29
419,LG_419,Sports,Fitness,LG,1345.0
420,Puma_420,Home,Kitchen,Puma,947.2
421,Apple_421,Electronics,Tablet,Apple,1210.6
422,Sony_422,Fashion,Shirt,Sony,1581.41
423,Boat_423,Fashion,Jeans,Boat,1048.99
424,Apple_424,Electronics,Tablet,Apple,2719.02
425,LG_425,Electronics,Laptop,LG,901.14
426,LG_426,Sports,Fitness,LG,3644.29
427,Nike_427,Fashion,Jeans,Nike,1964.88
428,LG_428,Sports,Fitness,LG,2021.78
429,Boat_429,Fashion,Shirt,Boat,4717.56
430,LG_430,Home,Kitchen,LG,1750.38
431,Puma_431,Electronics,Laptop,Puma,2259.11
432,Nike_432,Fashion,Shirt,Nike,4028.77
433,LG_433,Sports,Cycling,LG,2566.96
434,Adidas_434,Electronics,Mobile,Adidas,4086.31
435,Adidas_435,Fashion,Jeans,Adidas,1028.73
436,Sony_436,Sports,Fitness,Sony,4726.83
437,Adidas_437,Sports,Outdoor,Adidas,888.48
438,Adidas_438,Electronics,Laptop,Adidas,4590.1
439,Nike_439,Sports,Cycling,Nike,3295.07
440,Adidas_440,Electronics,Laptop,Adidas,1393.86
441,LG_441,Electronics,Laptop,LG,714.35
442,Apple_442,Electronics,Tablet,Apple,4222.59
443,LG_443,Home,Kitchen,LG,1466.67
444,Boat_444,Electronics,Tablet,Boat,3492.34
445,Apple_445,Sports,Cycling,Apple,4030.65
446,Samsung_446,Electronics,Mobile,Samsung,2637.65
447,Puma_447,Fashion,Shirt,Puma,3767.1
448,Samsung_448,Home,Kitchen,Samsung,3103.77
449,Sony_449,Electronics,Laptop,Sony,449.01
450,Nike_450,Sports,Fitness,Nike,3785.14
451,Boat_451,Fashion,Shirt,Boat,953.61
452,Sony_452,Home,Furniture,Sony,4247.08
453,Boat_453,Home,Decor,Boat,340.04
454,Sony_454,Home,Kitchen,Sony,4276.68
455,Samsung_455,Fashion,Shirt,Samsung,3198.5
456,Nike_456,Fashion,Jeans,Nike,2225.04
457,Puma_457,Electronics,Tablet,Puma,2211.58
458,Samsung_458,Sports,Outdoor,Samsung,3507.48
459,Nike_459,Fashion,Footwear,Nike,1276.06
460,Sony_460,Home,Kitchen,Sony,4753.68
461,Apple_461,Fashion,Footwear,Apple,2944.07
462,Nike_462,Fashion,Footwear,Nike,2739.83
463,Samsung_463,Fashion,Footwear,Samsung,2366.63
464,Puma_464,Home,Decor,Puma,3354.65
465,Puma_465,Sports,Cycling,Puma,1541.82
466,LG_466,Sports,Outdoor,LG,3594.47
467,Sony_467,Fashion,Jeans,Sony,4492.83
468,Nike_468,Electronics,Mobile,Nike,2911.08
469,Samsung_469,Electronics,Tablet,Samsung,3021.47
470,LG_470,Home,Decor,LG,4258.21
471,Apple_471,Electronics,Tablet,Apple,2940.11
472,LG_472,Sports,Cycling,LG,1910.85
473,LG_473,Fashion,Jeans,LG,2916.19
474,Adidas_474,Home,Decor,Adidas,3443.71
475,Puma_475,Sports,Cycling,Puma,687.92
476,Puma_476,Sports,Outdoor,Puma,2777.07
477,LG_477,Electronics,Tablet,LG,2150.28
478,Sony_478,Sports,Outdoor,Sony,796.71
479,Apple_479,Sports,Outdoor,Apple,4431.61
480,Boat_480,Fashion,Footwear,Boat,3810.9
481,Adidas_481,Home,Kitchen,Adidas,51.25
482,Boat_482,Home,Decor,Boat,3187.99
483,Samsung_483,Electronics,Tablet,Samsung,2172.33
484,Apple_484,Sports,Cycling,Apple,1181.24
485,Boat_485,Fashion,Jeans,Boat,938.43
486,Sony_486,Sports,Outdoor,Sony,4190.93
487,Adidas_487,Sports,Fitness,Adidas,981.01
488,Nike_488,Sports,Outdoor,Nike,3053.88
489,Boat_489,Electronics,Tablet,Boat,4014.12
490,Puma_490,Home,Kitchen,Puma,368.96
491,Apple_491,Electronics,Mobile,Apple,2731.49
492,Nike_492,Home,Kitchen,Nike,3401.1
493,Boat_493,Sports,Fitness,Boat,2289.19
494,Sony_494,Home,Furniture,Sony,1944.17
495,Boat_495,Fashion,Jeans,Boat,3422.84
496,Adidas_496,Home,Furniture,Adidas,4167.66
497,Sony_497,Home,Decor,Sony,3215.93
498,Adidas_498,Home,Kitchen,Adidas,1546.98
499,Apple_499,Sports,Cycling,Apple,2605.62
500,Adidas_500,Sports,Cycling,Adidas,604.45
501,Samsung_501,Home,Furniture,Samsung,462.02
502,Apple_502,Fashion,Jeans,Apple,2528.5
503,Samsung_503,Home,Furniture,Samsung,125.54
504,Nike_504,Electronics,Tablet,Nike,92.9
505,Samsung_505,Home,Decor,Samsung,2920.7
506,Boat_506,Fashion,Footwear,Boat,3189.09
507,Adidas_507,Sports,Cycling,Adidas,4434.54
508,Nike_508,Sports,Outdoor,Nike,3392.86
509,Boat_509,Fashion,Jeans,Boat,3487.15
510,Adidas_510,Fashion,Jeans,Adidas,2644.3
511,Nike_511,Electronics,Laptop,Nike,1278.03
512,Boat_512,Home,Kitchen,Boat,4456.41
513,Puma_513,Electronics,Tablet,Puma,2788.77
514,Apple_514,Fashion,Jeans,Apple,2473.55
515,Puma_515,Fashion,Jeans,Puma,3912.22
516,Sony_516,Sports,Fitness,Sony,2351.26
517,Puma_517,Home,Decor,Puma,657.9
518,Puma_518,Home,Furniture,Puma,377.75
519,Adidas_519,Sports,Fitness,Adidas,679.34
520,Adidas_520,Electronics,Laptop,Adidas,2409.26
521,Puma_521,Fashion,Footwear,Puma,4365.72
522,Samsung_522,Electronics,Mobile,Samsung,2370.78
523,Nike_523,Home,Furniture,Nike,4374.91
524,Puma_524,Electronics,Mobile,Puma,980.13
525,Nike_525,Fashion,Footwear,Nike,413.49
526,Adidas_526,Fashion,Footwear,Adidas,1838.73
527,Boat_527,Electronics,Tablet,Boat,3953.35
528,Sony_528,Fashion,Shirt,Sony,4744.3
